category,indonesia,indonesia_audio,arabic,arabic_audio,english,english_audio
ANGGOTA KELUARGA,Kedua orang tua,kedua_orang_tua_id.mp3,الْوَالِدَان/ الْأَبَوَيْن,kedua_orang_tua_ar.mp3,Parents,kedua_orang_tua_eng.mp3
ANGGOTA KELUARGA,Ayah,ayah_id.mp3,الْأَب/ الْوَالِد,ayah_ar.mp3,Father,ayah_eng.mp3
ANGGOTA KELUARGA,Ayahku,ayahku_id.mp3,أَبِي,ayahku_ar.mp3,My father,ayahku_eng.mp3
ANGGOTA KELUARGA,Ayah tiri,ayah_tiri_id.mp3,زَوْج الْأُمّ,ayah_tiri_ar.mp3,Stepdad,ayah_tiri_eng.mp3
ANGGOTA KELUARGA,Ayah tiri,ayah_tiri2_id.mp3,رَابٍ,ayah_tiri2_ar.mp3,Stepfather,ayah_tiri2_eng.mp3
ANGGOTA KELUARGA,Papa / papi,papa_id.mp3,بَابَا,papa_ar.mp3,Daddy,papa_eng.mp3
ANGGOTA KELUARGA,Ibu,ibu_id.mp3,الْأُمّ,ibu_ar.mp3,Mother,ibu_eng.mp3
ANGGOTA KELUARGA,Ibu,ibu2_id.mp3,الْوَالِدَة,ibu2_ar.mp3,Mommy,ibu2_eng.mp3
ANGGOTA KELUARGA,Ibu tiri,ibu_tiri_id.mp3,زَوْجَة الْأَب,ibu_tiri_ar.mp3,Stepmother,ibu_tiri_eng.mp3
ANGGOTA KELUARGA,Ibu tiri,ibu_tiri2_id.mp3,رَابَة,ibu_tiri2_ar.mp3,Stepmommy,ibu_tiri2_eng.mp3
ANGGOTA KELUARGA,Sifat keibuan,sifat_keibuan_id.mp3,أُمُومَة,sifat_keibuan_ar.mp3,Motherly,sifat_keibuan_eng.mp3
ANGGOTA KELUARGA,Ibu susuan / yang menyusui,ibu_susuan_id.mp3,مُرْضِع,ibu_susuan_ar.mp3,Nursing mother,ibu_susuan_eng.mp3
ANGGOTA KELUARGA,Ibu rumah tangga,ibu_rumah_tangga_id.mp3,رَبَّة الْبَيْت,ibu_rumah_tangga_ar.mp3,Housewife,ibu_rumah_tangga_eng.mp3
ANGGOTA KELUARGA,Ibu negara,ibu_negara_id.mp3,السَّيِّدَة الْأُوْلَى,ibu_negara_ar.mp3,First lady,ibu_negara_eng.mp3
ANGGOTA KELUARGA,Anak laki-laki,Anak_laki_id.mp3,اَلْإِبْنُ / الْوَلَد,Anak_laki_ar.mp3,Son,Anak_laki_eng.mp3
ANGGOTA KELUARGA,Anak perempuan,Anak_perempuan_id.mp3,الْبِنْتُ / الْوَلَدَة,Anak_perempuan_ar.mp3,Daughter,Anak_perempuan_eng.mp3
ANGGOTA KELUARGA,Anak angkat,anak_angkat_id.mp3,الْوَلَد الْمُتَبَنَّى / الْإِبْن الْمُتَبَنَّى,anak_angkat_ar.mp3,Foster child,anak_angkat_eng.mp3
ANGGOTA KELUARGA,Anak tiri laki-laki,anak_tiri_laki_id.mp3,الرَّبِيْب,anak_tiri_laki_ar.mp3,Foster son,anak_tiri_laki_eng.mp3
ANGGOTA KELUARGA,Anak tiri laki-laki,anak_tiri_laki2_id.mp3,إِبْن الزَّوْج، إِبْن الزَّوْجَة,anak_tiri_laki2_ar.mp3,Foster son,anak_tiri_laki2_eng.mp3
ANGGOTA KELUARGA,Anak tiri perempuan,tiri_perempuan_id.mp3,الرَّبِيْبَة,anak_tiri_perempuan_ar.mp3,Foster daughter,anak_tiri_perempuan_eng.mp3
ANGGOTA KELUARGA,Anak sulung,anak_sulung_id.mp3,الْوَلَد الْأَكْبَر,anak_sulung_ar.mp3,Firstborn child,anak_sulung_eng.mp3
ANGGOTA KELUARGA,Anak bungsu,anak_bungsu_id.mp3,الْوَلَد الْأَصْغَر,anak_bungsu_ar.mp3,Youngest child,anak_bungsu_eng.mp3
ANGGOTA KELUARGA,Anak kecil,anak_kecil_id.mp3,الطِّفْل,anak_kecil_ar.mp3,Child,anak_kecil_eng.mp3
ANGGOTA KELUARGA,Anak kecil / bayi,anak_bayi_id.mp3,الطِّفْل,anak_bayi_ar.mp3,Baby,anak_bayi_eng.mp3
ANGGOTA KELUARGA,Anak baru lahir,anak_baru_lahir_id.mp3,وَلِيْد,anak_baru_lahir_ar.mp3,Newborn baby,anak_baru_lahir_eng.mp3
ANGGOTA KELUARGA,Wahai anak kecilku,wahai_anak_id.mp3,بُنَيَّ / بَنِي,wahai_anak_ar.mp3,Oh my child,wahai_anak_eng.mp3
ANGGOTA KELUARGA,Masa bayi / balita,masa_bayi_id.mp3,طُفُوْلَة,masa_bayi_ar.mp3,Toddler,masa_bayi_eng.mp3
ANGGOTA KELUARGA,Kanak - kanak / dibawah umur,kanak_kanak_id.mp3,قَاصِر,kanak_kanak_ar.mp3,Children,kanak_kanak_eng.mp3
ANGGOTA KELUARGA,Pemuda,pemuda_id.mp3,شَاب,pemuda_ar.mp3,Youth,pemuda_eng.mp3
ANGGOTA KELUARGA,Kekanakan,kekanakan_id.mp3,بُنُوَّة,kekanakan_ar.mp3,Childish,kekanakan_eng.mp3
ANGGOTA KELUARGA,Anak muda (lk)/(pr),anak_muda_id.mp3,صَبِيّ / صَبِيَّة,anak_muda_ar.mp3,Young man / young lady,anak_muda_eng.mp3
ANGGOTA KELUARGA,Bayi dalam perut,bayi_dalam_perut_id.mp3,الْجَنِيْن,bayi_dalam_perut_ar.mp3,Infant / fetus,bayi_dalam_perut_eng.mp3
ANGGOTA KELUARGA,Anak cucu / keturunan,anak_cucu_id.mp3,سَلِيْل,anak_cucu_ar.mp3,Grandchildren,anak_cucu_eng.mp3
ANGGOTA KELUARGA,Anak yatim,anak_yatim_id.mp3,الْيَتِيم,anak_yatim_ar.mp3,Orphan,anak_yatim_eng.mp3
ANGGOTA KELUARGA,Anak kampung,anak_kampung_id.mp3,إِبْن الْحَرَام/ الْغَفَل,anak_kampung_ar.mp3,Village kid,anak_kampung_eng.mp3
ANGGOTA KELUARGA,Anak pungut,anak_pungut_id.mp3,طِفْل لَقِيْط,anak_pungut_ar.mp3,Adopted child,anak_pungut_eng.mp3
ANGGOTA KELUARGA,Anak remaja,anak_remaja_id.mp3,مُرَاهِق,anak_remaja_ar.mp3,Teenage,anak_remaja_eng.mp3
ANGGOTA KELUARGA,Nona/anak perempuan,nona_id.mp3,آنِسَة,nona_ar.mp3,Girl,nona_eng.mp3
ANGGOTA KELUARGA,Cucu dari anak perempuan,cucu_perempuan_id.mp3,السِّبْط,cucu_perempuan_ar.mp3,Grandchild,cucu_perempuan_eng.mp3
ANGGOTA KELUARGA,Cucu dari anak laki-laki,cucu_laki_id.mp3,الْحَفِيْد,cucu_laki_ar.mp3,Grandchild,cucu_laki_eng.mp3
ANGGOTA KELUARGA,Anak cucu(turunan),anak_cucu_turunan_id.mp3,الذُّرِّيَّة/ النَّسْل,anak_cucu_turunan_ar.mp3,Grandchildren,anak_cucu_turunan_eng.mp3
ANGGOTA KELUARGA,Saudara laki-laki,saudara_laki_id.mp3,الْأَخ,saudara_laki_ar.mp3,Brother,saudara_laki_eng.mp3
ANGGOTA KELUARGA,Saudara perempuan,saudara_perempuan_id.mp3,الْأُخْت,saudara_perempuan_ar.mp3,Sister,saudara_perempuan_eng.mp3
ANGGOTA KELUARGA,Abang,abang_id.mp3,الْأَخُ الْكَبِيْر,abang_ar.mp3,Elder brother,abang_eng.mp3
ANGGOTA KELUARGA,Adik laki-laki,adik_laki_id.mp3,الْأَخُ الصَّغِيْر,adik_laki_ar.mp3,Little brother,adik_laki_eng.mp3
ANGGOTA KELUARGA,Kakak perempuan,kakak_perempuan_id.mp3,الْأُخْتُ الْكَبِيْرَة,kakak_perempuan_ar.mp3,Elder sister,kakak_perempuan_eng.mp3
ANGGOTA KELUARGA,Adik perempuan,adik_perempuan_id.mp3,الْأُخْتُ الصَّغِيْرَة,adik_perempuan_ar.mp3,Little sister,adik_perempuan_eng.mp3
ANGGOTA KELUARGA,Paman (saudara ayah),paman_id.mp3,الْعَمّ,paman_ar.mp3,Uncle,paman_eng.mp3
ANGGOTA KELUARGA,Bibi (saudara ayah),bibi_id.mp3,الْعَمَّة,bibi_ar.mp3,Aunty,bibi_eng.mp3
ANGGOTA KELUARGA,Keponakan laki-laki,keponakan_laki_id.mp3,إِبْنُ الْأَخ,keponakan_laki_ar.mp3,Nephew,keponakan_laki_eng.mp3
ANGGOTA KELUARGA,Keponakan perempuan,keponakan_perempuan_id.mp3,بِنْتُ الْأَخ,keponakan_perempuan_ar.mp3,Niece,keponakan_perempuan_eng.mp3
ANGGOTA KELUARGA,Sepupu,sepupu_id.mp3,إِبْنُ الْعَمّ,sepupu_ar.mp3,Cousin,sepupu_eng.mp3
ANGGOTA KELUARGA,Suami,suami_id.mp3,الزَّوْج,suami_ar.mp3,Husband,suami_eng.mp3
ANGGOTA KELUARGA,Istri,istri_id.mp3,الزَّوْجَة,istri_ar.mp3,Wife,istri_eng.mp3
ANGGOTA KELUARGA,Laki-laki,laki_id.mp3,الرَّجُل,laki_ar.mp3,Male,laki_eng.mp3
ANGGOTA KELUARGA,Perempuan,perempuan_id.mp3,الْمَرْأَة,perempuan_ar.mp3,Female,perempuan_eng.mp3
ANGGOTA KELUARGA,Bujang,bujang_id.mp3,الْعَزْب/الْأَعْزَب / الْعَازِب,bujang_ar.mp3,Bachelor,bujang_eng.mp3
ANGGOTA KELUARGA,Pemuda,pemuda2_id.mp3,الْفَتَى/ الشَّاب,pemuda2_ar.mp3,Young man,pemuda2_eng.mp3
ANGGOTA KELUARGA,Pemudi,pemudi_id.mp3,الْفَتَاة/ الشَّابَة,pemudi_ar.mp3,Young lady,pemudi_eng.mp3
ANGGOTA KELUARGA,Gadis,gadis_id.mp3,الْعَذْرَاء,gadis_ar.mp3,Girl,gadis_eng.mp3
ANGGOTA KELUARGA,Orang tua,orang_tua_id.mp3,الشَّيْخ,orang_tua_ar.mp3,Parents,orang_tua_eng.mp3
ANGGOTA KELUARGA,Lansia,lansia_id.mp3,عَجُوْز,lansia_ar.mp3,Elderly,lansia_eng.mp3
ANGGOTA KELUARGA,Dua kembar,dua_kembar_id.mp3,التَّوْأَمَان/ التَّوْأُم,dua_kembar_ar.mp3,Twins,dua_kembar_eng.mp3
ANGGOTA KELUARGA,Kepala keluarga,kepala_keluarga_id.mp3,رَئِيْس الْعَائِلَة,kepala_keluarga_ar.mp3,The head of the family,kepala_keluarga_eng.mp3
ANGGOTA KELUARGA,Ipar (laki-laki) (perempuan),ipar_id.mp3,الصِّهْر/ الصِّهْرَة,ipar_ar.mp3,Brother in law / sister in law,ipar_eng.mp3
ANGGOTA KELUARGA,Mertua (laki-laki) (perempuan),mertua_id.mp3,الْحَم/ الْحَمَاة,mertua_ar.mp3,Father in law / mother in law,mertua_eng.mp3
ANGGOTA KELUARGA,Menantu (laki-laki) (perempuan),menantu_id.mp3,الْخَتَن/ الْكَنَّة,menantu_ar.mp3,Son in law / daughter in law,menantu_eng.mp3
ALAT TRANSPORTASI,Mobil,mobil_id.mp3,سَيَّارَةٌ,mobil_ar.mp3,Car,mobil_eng.mp3
ALAT TRANSPORTASI,Bus,bus_id.mp3,حَافِلَةٌ أُوتُوبِيسٌ,bus_ar.mp3,Bus,bus_eng.mp3
ALAT TRANSPORTASI,Truk,truk_id.mp3,سَيَّارَةُ النَّقْلِ / شَاحِنَةٌ,truk_ar.mp3,Truck,truk_eng.mp3
ALAT TRANSPORTASI,Taksi,taksi_id.mp3,تَكْسِىٌ,taksi_ar.mp3,Taxi / Cab,taksi_eng.mp3
ALAT TRANSPORTASI,Sepeda,sepeda_id.mp3,دَرَّاجَةٌ,sepeda_ar.mp3,Bicycle / Bike,sepeda_eng.mp3
ALAT TRANSPORTASI,Sepeda motor,sepeda_motor_id.mp3,جَوَّالَةٌ,sepeda_motor_ar.mp3,Motorcycle,sepeda_motor_eng.mp3
ALAT TRANSPORTASI,Kereta api,kereta_api_id.mp3,قِطَارٌ,kereta_api_ar.mp3,Train,kereta_api_eng.mp3
ALAT TRANSPORTASI,Becak,becak_id.mp3,بِتْشَاءٌ,becak_ar.mp3,Pedicab,becak_eng.mp3
ALAT TRANSPORTASI,Ambulans,ambulans_id.mp3,سَيَّارَةُ الْإِسْعَافِ,ambulans_ar.mp3,Ambulance,ambulans_eng.mp3
ALAT TRANSPORTASI,Tank,tank_id.mp3,دَبَّابَةٌ,tank_ar.mp3,Tank,tank_eng.mp3
ALAT TRANSPORTASI,Dokar/ Gerobak,dokar_id.mp3,عَرَبَةٌ,dokar_ar.mp3,Cart,dokar_eng.mp3
ALAT TRANSPORTASI,Mobil tangki,mobil_tangki_id.mp3,سَيَّارَةُ الصِّهْرِيجِ,mobil_tangki_ar.mp3,Tanker,mobil_tangki_eng.mp3
ALAT TRANSPORTASI,Delman,delman_id.mp3,دَلْمَانٌ,delman_ar.mp3,Horse cart,delman_eng.mp3
ALAT TRANSPORTASI,Kapal Laut,kapal_laut_id.mp3,بَاخِرَةٌ,kapal_laut_ar.mp3,Ship,kapal_laut_eng.mp3
ALAT TRANSPORTASI,Perahu,perahu_id.mp3,سَفِينَةٌ,perahu_ar.mp3,Boat,perahu_eng.mp3
ALAT TRANSPORTASI,Kapal Selam,kapal_selam_id.mp3,غَوَّاصَةٌ,kapal_selam_ar.mp3,Submarine,kapal_selam_eng.mp3
ALAT TRANSPORTASI,Perahu Layar,perahu_layar_id.mp3,سَفِينَةٌ شِرَاعِيَّةٌ,perahu_layar_ar.mp3,Sailboat,perahu_layar_eng.mp3
ALAT TRANSPORTASI,Rakit/ Tongkang,rakit_id.mp3,طَوْفٌ / رُوْمَسٌ,rakit_ar.mp3,Raft,rakit_eng.mp3
ALAT TRANSPORTASI,Pesawat terbang,pesawat_terbang_id.mp3,طَائِرَةٌ,pesawat_terbang_ar.mp3,Airplane,pesawat_terbang_eng.mp3
ALAT TRANSPORTASI,Helikopter,helikopter_id.mp3,هِيلِكُوبْتَر,helikopter_ar.mp3,Helicopter / chopper,helikopter_eng.mp3
ALAT TRANSPORTASI,Balon udara,balon_udara_id.mp3,بَالُوْنٌ مُنْطَادٌ,balon_udara_ar.mp3,Air balloon,balon_udara_eng.mp3
ALAT TRANSPORTASI,Pesawat tempur,pesawat_tempur_id.mp3,طَائِرَةٌ حَرْبِيَّةٌ,pesawat_tempur_ar.mp3,Fighter jet,pesawat_tempur_eng.mp3
ALAT TRANSPORTASI,Airport/ Bandara,airport_id.mp3,مَطَارٌ,airport_ar.mp3,Airport,airport_eng.mp3
ALAT TRANSPORTASI,Pelabuhan,pelabuhan_id.mp3,مِينَاءٌ / مَرْسَى / مَرْفَأٌ,pelabuhan_ar.mp3,Harbor,pelabuhan_eng.mp3
ALAT TRANSPORTASI,Stasiun,stasiun_id.mp3,مَحَطَّةٌ,stasiun_ar.mp3,Railway station,stasiun_eng.mp3
ALAT TRANSPORTASI,Terminal Bus,terminal_bus_id.mp3,مَحَطَّةُ الْحَافِلَاتِ,terminal_bus_ar.mp3,Bus station,terminal_bus_eng.mp3
ALAT TRANSPORTASI,Garasi,garasi_id.mp3,كَرَاجٌ,garasi_ar.mp3,Garage,garasi_eng.mp3
ALAT TRANSPORTASI,Jalan Raya,jalan_raya_id.mp3,شَارِعٌ,jalan_raya_ar.mp3,Highway,jalan_raya_eng.mp3
ALAT TRANSPORTASI,Parkiran Mobil,parkiran_mobil_id.mp3,مَوْقِفُ السَّيَّارَاتِ,parkiran_mobil_ar.mp3,Parking lot / Car park,parkiran_mobil_eng.mp3
ALAT TRANSPORTASI,Rel,rel_id.mp3,سِكَّةٌ حَدِيدِيَّةٌ,rel_ar.mp3,Railway,rel_eng.mp3
KAMAR TIDUR,Kamar Tidur,kamar_tidur_id.mp3,غُرْفَةُنَوْمِ,kamar_tidur_ar.mp3,Bedroom,kamar_tidur_eng.mp3
KAMAR TIDUR,Kasur,kasur_id.mp3,سَرِيْرٌ,kasur_ar.mp3,Bed,kasur_eng.mp3
KAMAR TIDUR,Lampu Meja,lampu_meja_id.mp3,مِصْبَاحُ طَاوُلَة,lampu_meja_ar.mp3,Table Lamp,lampu_meja_eng.mp3
KAMAR TIDUR,Lemari,lemari_id.mp3,خِزَانَةٌ,lemari_ar.mp3,Wardrobe,lemari_eng.mp3
KAMAR TIDUR,Jam Weker,jam_weker_id.mp3,سَاعَةُمُنَبِّهَة,jam_weker_ar.mp3,Alarm Clock,jam_weker_eng.mp3
KAMAR TIDUR,Selimut,selimut_id.mp3,بِطَانِيَةٌ,selimut_ar.mp3,Blanket,selimut_eng.mp3
KAMAR TIDUR,Bantal,bantal_id.mp3,وِسَادَةٌ,bantal_ar.mp3,Pillow,bantal_eng.mp3
KAMAR TIDUR,Cermin,cermin_id.mp3,مِرْآةٌ,cermin_ar.mp3,Mirror,cermin_eng.mp3
KAMAR TIDUR,Rak Buku,rak_buku_id.mp3,رَفُّ لِلْكُتُب,rak_buku_ar.mp3,Bookshelf,rak_buku_eng.mp3
KAMAR TIDUR,Pakaian,pakaian_id.mp3,مَلاَبِسٌ,pakaian_ar.mp3,Clothes,pakaian_eng.mp3
KAMAR TIDUR,AC,ac_id.mp3,تَكْيِيْفٌ,ac_ar.mp3,Air Conditioner,ac_eng.mp3
KAMAR TIDUR,Kipas Angin,kipas_angin_id.mp3,مِرْوَحَةٌ,kipas_angin_ar.mp3,Fan,kipas_angin_eng.mp3
KAMAR MANDI,Bak Mandi,bak_mandi_id.mp3,حَوْضٌ,bak_mandi_ar.mp3,Bathtub,bak_mandi_eng.mp3
KAMAR MANDI,Pancuran,pancuran_id.mp3,دُشٌّ,pancuran_ar.mp3,Shower,pancuran_eng.mp3
KAMAR MANDI,Kloset,kloset_id.mp3,مِرْحَاضٌ,kloset_ar.mp3,Toilet,kloset_eng.mp3
KAMAR MANDI,Cermin,cermin_id.mp3,مِرْآةٌ,cermin_ar.mp3,Mirror,cermin_eng.mp3
KAMAR MANDI,Wastafel,wastafel_id.mp3,مِغْسَلَةٌ,wastafel_ar.mp3,Sink,wastafel_eng.mp3
KAMAR MANDI,Sikat WC,sikat_wc_id.mp3,فُرْشَةُمِرْحَاضٌ,sikat_wc_ar.mp3,Toilet Brush,sikat_wc_eng.mp3
KAMAR MANDI,Handuk,handuk_id.mp3,مِنْشَفَةٌ,handuk_ar.mp3,Towel,handuk_eng.mp3
KAMAR MANDI,Sabun,sabun_id.mp3,صَابُونٌ,sabun_ar.mp3,Soap,sabun_eng.mp3
KAMAR MANDI,Shampo,shampo_id.mp3,شَامْبُو,shampo_ar.mp3,Shampoo,shampo_eng.mp3
KAMAR MANDI,Sikat Gigi,sikat_gigi_id.mp3,فُرْشَةُ أَسْنَانٍ,sikat_gigi_ar.mp3,Toothbrush,sikat_gigi_eng.mp3
KAMAR MANDI,Pasta Gigi,pasta_gigi_id.mp3,مَعْجُونُ أَسْنَانٍ,pasta_gigi_ar.mp3,Toothpaste,pasta_gigi_eng.mp3
KAMAR MANDI,Sisir,sisir_id.mp3,مِشْط,sisir_ar.mp3,Comb,sisir_eng.mp3
KAMAR MANDI,Keran,keran_id.mp3,حَنَفِيَّةٌ,keran_ar.mp3,Faucet,keran_eng.mp3
KAMAR MANDI,Sabun Cuci Tangan,sabun_cuci_tangan_id.mp3,صَابُون لِلْيَدِ,sabun_cuci_tangan_ar.mp3,Hand Soap,sabun_cuci_tangan_eng.mp3
KAMAR MANDI,Gantungan Pakaian,gantungan_pakaian_id.mp3,الشَّمَّاعَاتُ,gantungan_pakaian_ar.mp3,Hanger,gantungan_pakaian_eng.mp3
KAMAR MANDI,Pewangi Ruangan,pewangi_ruangan_id.mp3,مُعَطِّرجَو,pewangi_ruangan_ar.mp3,Air Freshener,pewangi_ruangan_eng.mp3
KAMAR MANDI,Ember,ember_id.mp3,دَلْوٌ,ember_ar.mp3,Bucket,ember_eng.mp3
DAPUR,Kompor,kompor_id.mp3,مَوْقِدٌ,kompor_ar.mp3,Stove,kompor_eng.mp3
DAPUR,Kulkas,kulkas_id.mp3,ثَلَّاجَةٌ,kulkas_ar.mp3,Refrigerator,kulkas_eng.mp3
DAPUR,Piring,piring_id.mp3,صَحْنٌ,piring_ar.mp3,Plate,piring_eng.mp3
DAPUR,Gelas,gelas_id.mp3,كُوْبٌ,gelas_ar.mp3,Glass,gelas_eng.mp3
DAPUR,Sendok,sendok_id.mp3,مِلْعَقَةٌ,sendok_ar.mp3,Spoon,sendok_eng.mp3
DAPUR,Garpu,garpu_id.mp3,شَوْكَةٌ,garpu_ar.mp3,Fork,garpu_eng.mp3
DAPUR,Pisau,pisau_id.mp3,سِكِّيْنٌ,pisau_ar.mp3,Knife,pisau_eng.mp3
DAPUR,Wajan,wajan_id.mp3,مِقلاَة,wajan_ar.mp3,Frying Pan,wajan_eng.mp3
DAPUR,Spatula,spatula_id.mp3,مِلْعَقَةمُسْطَحَة,spatula_ar.mp3,Spatula,spatula_eng.mp3
DAPUR,Panci,panci_id.mp3,قِدْرٌ,panci_ar.mp3,Cooking Pot,panci_eng.mp3
DAPUR,Tutup Panci,tutup_panci_id.mp3,غِطَاءُ الْقِدْرِ,tutup_panci_ar.mp3,Pot Lid,tutup_panci_eng.mp3
DAPUR,Teko,teko_id.mp3,إِبْرِيْقٌ,teko_ar.mp3,Teapot,teko_eng.mp3
DAPUR,Microwave,microwave_id.mp3,مِيْكْرُوْوِيْف,microwave_ar.mp3,Microwave,microwave_eng.mp3
DAPUR,Oven,oven_id.mp3,فُرْنٌ,oven_ar.mp3,Oven,oven_eng.mp3
DAPUR,Blender,blender_id.mp3,خَلَّاطٌ,blender_ar.mp3,Blender,blender_eng.mp3
DAPUR,Lemari Dapur,lemari_dapur_id.mp3,خِزَانَةمَطْبَخٌ,lemari_dapur_ar.mp3,Kitchen Cabinet,lemari_dapur_eng.mp3
DAPUR,Tempat Sampah,tempat_sampah_id.mp3,سَلَّةُ الزُّبَالَةِ,tempat_sampah_ar.mp3,Trash,tempat_sampah_eng.mp3
RUANG KELUARGA,Sofa,sofa_id.mp3,أَرِيكَة,sofa_ar.mp3,Sofa,sofa_eng.mp3
RUANG KELUARGA,Televisi,televisi_id.mp3,تِلِفِزْيُون,televisi_ar.mp3,Television,televisi_eng.mp3
RUANG KELUARGA,Lemari TV,lemari_tv_id.mp3,خِزَانَةُ تِلِفِزْيُون,lemari_tv_ar.mp3,TV Cabinet,lemari_tv_eng.mp3
RUANG KELUARGA,Kursi,kursi_id.mp3,كُرْسِيّ,kursi_ar.mp3,Chair,kursi_eng.mp3
RUANG KELUARGA,Vas Bunga,vas_bunga_id.mp3,إِنَاءُ زَهْر,vas_bunga_ar.mp3,Vase,vas_bunga_eng.mp3
RUANG KELUARGA,Jam Dinding,jam_dinding_id.mp3,سَاعَةُ حَائِط,jam_dinding_ar.mp3,Clock,jam_dinding_eng.mp3
RUANG KELUARGA,Karpet,karpet_id.mp3,سَجَّادَة,karpet_ar.mp3,Carpet,karpet_eng.mp3
RUANG KELUARGA,Bingkai Foto,bingkai_foto_id.mp3,إِطَارصُوْر,bingkai_foto_ar.mp3,Photo Frame,bingkai_foto_eng.mp3
RUANG KELUARGA,Hiasan Dinding,hiasan_dinding_id.mp3,زِينَةحائِط,hiasan_dinding_ar.mp3,Wall Decor,hiasan_dinding_eng.mp3
RUANG KELUARGA,Kotak Tisu,kotak_tisu_id.mp3,عُلْبَةمِنَادِيْل,kotak_tisu_ar.mp3,Tissue Box,kotak_tisu_eng.mp3
RUANG KELUARGA,Kipas Angin,kipas_angin_id.mp3,مِرْوَحَة,kipas_angin_ar.mp3,Fan,kipas_angin_eng.mp3
RUANG KELUARGA,Lukisan,lukisan_id.mp3,لَوْحَة فَنِّيَّة,lukisan_ar.mp3,Painting,lukisan_eng.mp3
TAMAN,Taman,taman_id.mp3,حَدِيْقَة,taman_ar.mp3,Garden,taman_eng.mp3
TAMAN,Rumput,rumput_id.mp3,عُشْب,rumput_ar.mp3,Grass,rumput_eng.mp3
TAMAN,Bunga,bunga_id.mp3,زَهْرَة,bunga_ar.mp3,Flower,bunga_eng.mp3
TAMAN,Pohon,pohon_id.mp3,شَجَرَة,pohon_ar.mp3,Tree,pohon_eng.mp3
TAMAN,Tanaman,tanaman_id.mp3,نَبَات,tanaman_ar.mp3,Plant,tanaman_eng.mp3
TAMAN,Pagar,pagar_id.mp3,سُوْرٌ,pagar_ar.mp3,Fence,pagar_eng.mp3
TAMAN,Selang Air,selang_air_id.mp3,خُرْطُوم مَاء,selang_air_ar.mp3,Water Hose,selang_air_eng.mp3
TAMAN,Taman Bermain,taman_bermain_id.mp3,حَدِيْقَة أَلْعَاب,taman_bermain_ar.mp3,Playground,taman_bermain_eng.mp3
TAMAN,Pintu Gerbang,pintu_gerbang_id.mp3,بَوَّابَة,pintu_gerbang_ar.mp3,Gate,pintu_gerbang_eng.mp3
TAMAN,Kolam Ikan,kolam_ikan_id.mp3,حَوْض سَمَك,kolam_ikan_ar.mp3,Fish Pond,kolam_ikan_eng.mp3
TAMAN,Jalan Setapak,jalan_setapak_id.mp3,دَرْب للمَشْي,jalan_setapak_ar.mp3,Pathway,jalan_setapak_eng.mp3
TAMAN,Kursi Taman,kursi_taman_id.mp3,مَقْعَد حَدِيْقَة,kursi_taman_ar.mp3,Bench,kursi_taman_eng.mp3
TAMAN,Lapangan,lapangan_id.mp3,مَلْعَب,lapangan_ar.mp3,Field,lapangan_eng.mp3
TAMAN,Pintu Keluar,pintu_keluar_id.mp3,مَخْرَج,pintu_keluar_ar.mp3,Exit,pintu_keluar_eng.mp3
TAMAN,Batu Alam,batu_alam_id.mp3,حَجَر طَبِيْعِيّ,batu_alam_ar.mp3,Stone,batu_alam_eng.mp3
TAMAN,Pot Tanaman,pot_tanaman_id.mp3,إِنَاء نَبَات,pot_tanaman_ar.mp3,Pot,pot_tanaman_eng.mp3
TAMAN,Papan Petunjuk,papan_petunjuk_id.mp3,لَوحَةدَلَالِيَّة,papan_petunjuk_ar.mp3,Signboard,papan_petunjuk_eng.mp3
TAMAN,Peralatan Kebun,peralatan_kebun_id.mp3,أَدَوَات حَدِيْقَة,peralatan_kebun_ar.mp3,Garden Tools,peralatan_kebun_eng.mp3
TAMAN,Tanah,tanah_id.mp3,تُرَبَّة,tanah_ar.mp3,Soil,tanah_eng.mp3
LAPANGAN,Lapangan,lapangan_id.mp3,مَلْعَب,lapangan_ar.mp3,Field,lapangan_eng.mp3
LAPANGAN,Gawang,gawang_id.mp3,مَرْمَى,gawang_ar.mp3,Goal,gawang_eng.mp3
LAPANGAN,Net,net_id.mp3,شَبَكَة,net_ar.mp3,Net,net_eng.mp3
LAPANGAN,Bola,bola_id.mp3,كُرَة,bola_ar.mp3,Ball,bola_eng.mp3
LAPANGAN,Wasit,wasit_id.mp3,حَكَم,wasit_ar.mp3,Referee,wasit_eng.mp3
LAPANGAN,Pemain,pemain_id.mp3,لاَعِب,pemain_ar.mp3,Player,pemain_eng.mp3
LAPANGAN,Bangku Cadangan,bangku_cadangan_id.mp3,مَقْعَد اِحْتِيَاطِي,bangku_cadangan_ar.mp3,Substitute Bench,bangku_cadangan_eng.mp3
LAPANGAN,Tribun,tribun_id.mp3,مَدَرَّج,tribun_ar.mp3,Stands,tribun_eng.mp3
LAPANGAN,Peluit,peluit_id.mp3,صَفَّارَة,peluit_ar.mp3,Whistle,peluit_eng.mp3
LAPANGAN,Kaos,kaos_id.mp3,قَمِيْص,kaos_ar.mp3,Jersey,kaos_eng.mp3
LAPANGAN,Celana Pendek,celana_pendek_id.mp3,سِرْوَال قَصِير,celana_pendek_ar.mp3,Shorts,celana_pendek_eng.mp3
LAPANGAN,Sepatu Bola,sepatu_bola_id.mp3,حِذَاء كُرَة الْقَدَم,sepatu_bola_ar.mp3,Football Shoes,sepatu_bola_eng.mp3
