category,indonesia,indonesia_audio,arabic,arabic_audio,english,english_audio
LAPANGAN,Botol Air,botol_air_id.mp3,كِيْس مِيَاه,botol_air_ar.mp3,Water Bottle,botol_air_eng.mp3
LAPANGAN,Lapangan Tenis,lapangan_tenis_id.mp3,مَلْعَب تنِّس,lapangan_tenis_ar.mp3,Tennis Court,lapangan_tenis_eng.mp3
LAPANGAN,Raket,raket_id.mp3,مِضْرَب,raket_ar.mp3,Racket,raket_eng.mp3
LAPANGAN,Keranjang Basket,keranjang_basket_id.mp3,السَّلَّة,keranjang_basket_ar.mp3,Basket,keranjang_basket_eng.mp3
LAPANGAN,Bola Basket,bola_basket_id.mp3,كُرَة السَّلَّة,bola_basket_ar.mp3,Basketball,bola_basket_eng.mp3
LAPANGAN,Bulu Tangkis,bulu_tangkis_id.mp3,كُرَةِ الرَّيْشَة,bulu_tangkis_ar.mp3,Badminton,bulu_tangkis_eng.mp3
LAPANGAN,Papan Skor,papan_skor_id.mp3,لَوحَة النِّتِيْجَة,papan_skor_ar.mp3,Score Board,papan_skor_eng.mp3
LAPANGAN,Tandu,tandu_id.mp3,نَقِيْلَة,tandu_ar.mp3,Stretcher,tandu_eng.mp3
LAPANGAN,Pelatih,pelatih_id.mp3,مُدَرِّب,pelatih_ar.mp3,Coach,pelatih_eng.mp3
LAPANGAN,Bendera Sudut,bendera_sudut_id.mp3,عَلَم رُكْن,bendera_sudut_ar.mp3,Corner Flag,bendera_sudut_eng.mp3
LAPANGAN,Bola Penalti,bola_penalti_id.mp3,كُرَة الْجَزَاء,bola_penalti_ar.mp3,Penalty Kick Ball,bola_penalti_eng.mp3
LAPANGAN,Bola Tendangan Bebas,bola_tendangan_bebas_id.mp3,كُرَة الضَّرْبَة الْحُرَّة,bola_tendangan_bebas_ar.mp3,Free Kick Ball,bola_tendangan_bebas_eng.mp3
LAPANGAN,Pelindung Kaki,pelindung_kaki_id.mp3,حَامِي الْقَدَم,pelindung_kaki_ar.mp3,Decker,pelindung_kaki_eng.mp3
LAPANGAN,Gawang Mini,gawang_mini_id.mp3,هَدَف صَغِيْر,gawang_mini_ar.mp3,Mini Goal,gawang_mini_eng.mp3
LAPANGAN,Kantong Bola,kantong_bola_id.mp3,حَقِيْبَة الْكُرَة,kantong_bola_ar.mp3,Ball Bag,kantong_bola_eng.mp3
LAPANGAN,Kiper,kiper_id.mp3,حَارِس مَرْمَى,kiper_ar.mp3,Goalkeeper,kiper_eng.mp3
LAPANGAN,Ikat Kepala,ikat_kepala_id.mp3,شَرِيْط الرَّأْس,ikat_kepala_ar.mp3,Headband,ikat_kepala_eng.mp3
LAPANGAN,Pakaian Latihan,pakaian_latihan_id.mp3,مَلاَبِس التَّمْرِيْن,pakaian_latihan_ar.mp3,Training Suit,pakaian_latihan_eng.mp3
LAPANGAN,Kartu Kuning,kartu_kuning_id.mp3,بِطَاقَة صَفْرَاء,kartu_kuning_ar.mp3,Yellow Card,kartu_kuning_eng.mp3
LAPANGAN,Kartu Merah,kartu_merah_id.mp3,بِطَاقَة حَمْرَاء,kartu_merah_ar.mp3,Red Card,kartu_merah_eng.mp3
LAPANGAN,Sarung Tangan Kiper,sarung_tangan_kiper_id.mp3,قَفَّاز الحارِس,sarung_tangan_kiper_ar.mp3,Goalkeeper Gloves,sarung_tangan_kiper_eng.mp3
LAPANGAN,Kaos Pelatih,kaos_pelatih_id.mp3,قَمِيْص الْمُدَرِّب,kaos_pelatih_ar.mp3,Coach's Shirt,kaos_pelatih_eng.mp3
LAPANGAN,Penyerang,penyerang_id.mp3,مُهَاجِم,penyerang_ar.mp3,Forward,penyerang_eng.mp3
LAPANGAN,Penyerang Sayap,penyerang_sayap_id.mp3,مُهَاجِم جَنَاحِيْ,penyerang_sayap_ar.mp3,Wing Forward,penyerang_sayap_eng.mp3
LAPANGAN,Gelandang,gelandang_id.mp3,وَسَطِي,gelandang_ar.mp3,Midfielder,gelandang_eng.mp3
LAPANGAN,Bek,bek_id.mp3,مُدَافِع,bek_ar.mp3,Defender,bek_eng.mp3
LAPANGAN,Bek Tengah,bek_tengah_id.mp3,مُدَافِع وَسَطِيْ,bek_tengah_ar.mp3,Central Defender,bek_tengah_eng.mp3
LAPANGAN,Tendangan Sudut,tendangan_sudut_id.mp3,رُكْن,tendangan_sudut_ar.mp3,Corner Kick,tendangan_sudut_eng.mp3
LAPANGAN,Tendangan Bebas,tendangan_bebas_id.mp3,ضَرْبَة حُرَّة,tendangan_bebas_ar.mp3,Free Kick,tendangan_bebas_eng.mp3
LAPANGAN,Offside,offside_id.mp3,تَسَلُّلٌ,offside_ar.mp3,Offside,offside_eng.mp3
LAPANGAN,Gawang Kosong,gawang_kosong_id.mp3,مَرْمَى فَارِغ,gawang_kosong_ar.mp3,Empty Goal,gawang_kosong_eng.mp3
LAPANGAN,Dribel,dribel_id.mp3,مُرَاوَغَة,dribel_ar.mp3,Dribble,dribel_eng.mp3
LAPANGAN,Pusat,pusat_id.mp3,مَرْكَز,pusat_ar.mp3,Center,pusat_eng.mp3
LAPANGAN,Serangan Balik,serangan_balik_id.mp3,اَلاِرْتِدَاد,serangan_balik_ar.mp3,Counter Attack,serangan_balik_eng.mp3
LAPANGAN,Operan,operan_id.mp3,تَمْرِيْرَة,operan_ar.mp3,Assist,operan_eng.mp3
SEKOLAH,Meja,meja_id.mp3,مَكْتَبٌ,meja_ar.mp3,Table,meja_eng.mp3
SEKOLAH,Kursi,kursi_id.mp3,كُرْسِيّ,kursi_ar.mp3,Chair,kursi_eng.mp3
SEKOLAH,Papan Tulis,papan_tulis_id.mp3,سَبُّوْرَةٌ,papan_tulis_ar.mp3,Whiteboard,papan_tulis_eng.mp3
SEKOLAH,Buku,buku_id.mp3,كِتَابٌ,buku_ar.mp3,Book,buku_eng.mp3
SEKOLAH,Pensil,pensil_id.mp3,قَلَمُ رَصَاصٍ,pensil_ar.mp3,Pencil,pensil_eng.mp3
SEKOLAH,Pulpen,pulpen_id.mp3,قَلَمٌ جَافٌّ,pulpen_ar.mp3,Pen,pulpen_eng.mp3
SEKOLAH,Penggaris,penggaris_id.mp3,مِسْطَرَةٌ,penggaris_ar.mp3,Ruler,penggaris_eng.mp3
SEKOLAH,Spidol,spidol_id.mp3,قَلَمُ مَارْكَرٍ,spidol_ar.mp3,Marker,spidol_eng.mp3
SEKOLAH,Tas,tas_id.mp3,حَقِيْبَةٌ,tas_ar.mp3,Bag,tas_eng.mp3
SEKOLAH,Seragam Sekolah,seragam_sekolah_id.mp3,زِيُّ الْمَدْرَسَةِ,seragam_sekolah_ar.mp3,School Uniform,seragam_sekolah_eng.mp3
SEKOLAH,Kantin,kantin_id.mp3,كَافِتَرِيَا,kantin_ar.mp3,Cafeteria,kantin_eng.mp3
SEKOLAH,Guru,guru_id.mp3,مُعَلِّمٌ,guru_ar.mp3,Teacher,guru_eng.mp3
SEKOLAH,Siswa,siswa_id.mp3,تَلَمِيْذ,siswa_ar.mp3,Student,siswa_eng.mp3
SEKOLAH,Papan Pengumuman,papan_pengumuman_id.mp3,لَوْحَةُ الْإِعْلَانِ,papan_pengumuman_ar.mp3,Notice Board,papan_pengumuman_eng.mp3
SEKOLAH,Kertas,kertas_id.mp3,وَرَقَةٌ,kertas_ar.mp3,Paper,kertas_eng.mp3
SEKOLAH,Komputer,komputer_id.mp3,حَاسُوْبٌ,komputer_ar.mp3,Computer,komputer_eng.mp3
SEKOLAH,Proyektor,proyektor_id.mp3,عَارِضَةٌ,proyektor_ar.mp3,Projector,proyektor_eng.mp3
SEKOLAH,Laboratorium,laboratorium_id.mp3,مَعْمَلٌ,laboratorium_ar.mp3,Laboratory,laboratorium_eng.mp3
SEKOLAH,Kelas,kelas_id.mp3,صَفٌّ,kelas_ar.mp3,Classroom,kelas_eng.mp3
SEKOLAH,Kalkulator,kalkulator_id.mp3,آلَةحَاسَبَة,kalkulator_ar.mp3,Calculator,kalkulator_eng.mp3
SEKOLAH,Bendera,bendera_id.mp3,عَلَمٌ,bendera_ar.mp3,Flag,bendera_eng.mp3
SEKOLAH,Buku Teks,buku_teks_id.mp3,كِتَابُ تَمْهِيْدٍ,buku_teks_ar.mp3,Textbook,buku_teks_eng.mp3
SEKOLAH,Laptop,laptop_id.mp3,لَابْتُوْبٌ,laptop_ar.mp3,Laptop,laptop_eng.mp3
SEKOLAH,Mading,mading_id.mp3,لَوْحَةُ إِعْلَانَاتٍ,mading_ar.mp3,Bulletin Board,mading_eng.mp3
KANTIN,Makanan,makanan_id.mp3,طَعَام,makanan_ar.mp3,Food,makanan_eng.mp3
KANTIN,Minuman,minuman_id.mp3,مَشْرُوب,minuman_ar.mp3,Drink,minuman_eng.mp3
KANTIN,Kantong Plastik,kantong_plastik_id.mp3,كِيْس بَلاسْتِيك,kantong_plastik_ar.mp3,Plastic Bag,kantong_plastik_eng.mp3
KANTIN,Menu,menu_id.mp3,قَائِمَة طَعَام,menu_ar.mp3,Menu,menu_eng.mp3
KANTIN,Kasir,kasir_id.mp3,كَاشِيْر,kasir_ar.mp3,Cashier,kasir_eng.mp3
KANTIN,Papan Menu,papan_menu_id.mp3,لَوْحَة الْقَائِمَة,papan_menu_ar.mp3,Menu Board,papan_menu_eng.mp3
KANTIN,Mangkok,mangkok_id.mp3,وِعَاء,mangkok_ar.mp3,Bowl,mangkok_eng.mp3
KANTIN,Cangkir,cangkir_id.mp3,كُوب,cangkir_ar.mp3,Cup,cangkir_eng.mp3
KANTIN,Kantong Makanan,kantong_makanan_id.mp3,كِيْس طَعَام,kantong_makanan_ar.mp3,Food Bag,kantong_makanan_eng.mp3
KANTIN,Kantong Minuman,kantong_minuman_id.mp3,كِيْس مَشْرُوب,kantong_minuman_ar.mp3,Drink Bag,kantong_minuman_eng.mp3
KANTIN,Harga,harga_id.mp3,سِعْر,harga_ar.mp3,Price,harga_eng.mp3
KANTIN,Nasi,nasi_id.mp3,أُرُز,nasi_ar.mp3,Rice,nasi_eng.mp3
KANTIN,Roti,roti_id.mp3,خُبْز,roti_ar.mp3,Bread,roti_eng.mp3
KANTIN,Kue,kue_id.mp3,كَعْكَة,kue_ar.mp3,Cake,kue_eng.mp3
KANTIN,Sosis,sosis_id.mp3,سُجُّوْك,sosis_ar.mp3,Sausage,sosis_eng.mp3
KANTIN,Daging,daging_id.mp3,لَحْم,daging_ar.mp3,Meat,daging_eng.mp3
KANTIN,Sayuran,sayuran_id.mp3,خَضْرَوَات,sayuran_ar.mp3,Vegetables,sayuran_eng.mp3
KANTIN,Buah,buah_id.mp3,فَاكِهَة,buah_ar.mp3,Fruit,buah_eng.mp3
KANTIN,Keju,keju_id.mp3,جُبْن,keju_ar.mp3,Cheese,keju_eng.mp3
KANTIN,Kue Kering,kue_kering_id.mp3,بِسْكُوِيْت,kue_kering_ar.mp3,Cookies,kue_kering_eng.mp3
KANTIN,Donat,donat_id.mp3,دُونَات,donat_ar.mp3,Doughnut,donat_eng.mp3
KANTIN,Keripik,keripik_id.mp3,رَقَائِق,keripik_ar.mp3,Chips,keripik_eng.mp3
KANTIN,Soda,soda_id.mp3,صُودَا,soda_ar.mp3,Soda,soda_eng.mp3
KANTIN,Kopi,kopi_id.mp3,قَهْوَة,kopi_ar.mp3,Coffee,kopi_eng.mp3
KANTIN,Teh,teh_id.mp3,شَاي,teh_ar.mp3,Tea,teh_eng.mp3
KANTIN,Es Krim,es_krim_id.mp3,آيْس كْرِيْم,es_krim_ar.mp3,Ice Cream,es_krim_eng.mp3
KANTIN,Air Mineral,air_mineral_id.mp3,مِيَاه مِعْدَنِيَّة,air_mineral_ar.mp3,Mineral Water,air_mineral_eng.mp3
KANTIN,Saus,saus_id.mp3,صَوْص,saus_ar.mp3,Sauce,saus_eng.mp3
KANTIN,Tisu,tisu_id.mp3,مِنْديْل,tisu_ar.mp3,Tissue,tisu_eng.mp3
KANTIN,Cemilan,cemilan_id.mp3,وَجْبَة خَفِيْفَة,cemilan_ar.mp3,Snack,cemilan_eng.mp3
KANTIN,Meja Kasir,meja_kasir_id.mp3,طَاوِلَة الْكَاشِيْر,meja_kasir_ar.mp3,Cashier Table,meja_kasir_eng.mp3
MAKANAN,Nasi Goreng,nasi_goreng_id.mp3,نَسِيْ نَسْيَاً,nasi_goreng_ar.mp3,Fried Rice,nasi_goreng_eng.mp3
MAKANAN,Ayam Goreng,ayam_goreng_id.mp3,دَجَاجٌ مَقْلِيٌّ,ayam_goreng_ar.mp3,Fried Chicken,ayam_goreng_eng.mp3
MAKANAN,Mie Goreng,mie_goreng_id.mp3,مِي نَسْيَاً,mie_goreng_ar.mp3,Fried Noodles,mie_goreng_eng.mp3
MAKANAN,Pizza,pizza_id.mp3,بِيْتْزَا,pizza_ar.mp3,Pizza,pizza_eng.mp3
MAKANAN,Burger,burger_id.mp3,بَرْجَر,burger_ar.mp3,Burger,burger_eng.mp3
MAKANAN,Spaghetti,spaghetti_id.mp3,سْبَغِيْتِي,spaghetti_ar.mp3,Spaghetti,spaghetti_eng.mp3
MAKANAN,Steak,steak_id.mp3,سْتِيْك,steak_ar.mp3,Steak,steak_eng.mp3
MAKANAN,Sushi,sushi_id.mp3,سُوْشِيْ,sushi_ar.mp3,Sushi,sushi_eng.mp3
MAKANAN,Sate,sate_id.mp3,سَاتَايْ,sate_ar.mp3,Satay,sate_eng.mp3
MAKANAN,Kebab,kebab_id.mp3,كَبَاب,kebab_ar.mp3,Kebab,kebab_eng.mp3
MAKANAN,Rendang,rendang_id.mp3,رِنْدَانْغ,rendang_ar.mp3,Rendang,rendang_eng.mp3
MAKANAN,Nasi Kuning,nasi_kuning_id.mp3,نَاسِيْ كُوْنِيْنْغ,nasi_kuning_ar.mp3,Yellow Rice,nasi_kuning_eng.mp3
MAKANAN,Soto,soto_id.mp3,سُوْتُوْ,soto_ar.mp3,Soto,soto_eng.mp3
MAKANAN,Bakso,bakso_id.mp3,بَاكْسُوْ,bakso_ar.mp3,Meatball,bakso_eng.mp3
MAKANAN,Gudeg,gudeg_id.mp3,جُوْدِق,gudeg_ar.mp3,Gudeg,gudeg_eng.mp3
MAKANAN,Pecel Lele,pecel_lele_id.mp3,بِتْشَل لِيلِيْ,pecel_lele_ar.mp3,Fried Catfish,pecel_lele_eng.mp3
MAKANAN,Mie Ayam,mie_ayam_id.mp3,مِيْ أَيَّام,mie_ayam_ar.mp3,Chicken Noodles,mie_ayam_eng.mp3
MAKANAN,Ikan Bakar,ikan_bakar_id.mp3,إِيْكَان بَكَار,ikan_bakar_ar.mp3,Grilled Fish,ikan_bakar_eng.mp3
MAKANAN,Bakmi Ayam,bakmi_ayam_id.mp3,بَكْمِ أَيَّام,bakmi_ayam_ar.mp3,Chicken Noodles,bakmi_ayam_eng.mp3
MAKANAN,Kari Kambing,kari_kambing_id.mp3,كَارِيْ كَمْبِيْنْغ,kari_kambing_ar.mp3,Lamb Curry,kari_kambing_eng.mp3
MAKANAN,Mie Aceh,mie_aceh_id.mp3,مِيْ أَتْشِه,mie_aceh_ar.mp3,Aceh Noodles,mie_aceh_eng.mp3
MAKANAN,Puding,puding_id.mp3,بُوْدِيْنْغ,puding_ar.mp3,Pudding,puding_eng.mp3
BUAH,Apel,apel_id.mp3,تُفَّاح,apel_ar.mp3,Apple,apel_eng.mp3
BUAH,Jeruk,jeruk_id.mp3,بُرْتُقَال,jeruk_ar.mp3,Orange,jeruk_eng.mp3
BUAH,Pisang,pisang_id.mp3,مَوْز,pisang_ar.mp3,Banana,pisang_eng.mp3
BUAH,Mangga,mangga_id.mp3,مَانْغَا,mangga_ar.mp3,Mango,mangga_eng.mp3
BUAH,Anggur,anggur_id.mp3,عِنَب,anggur_ar.mp3,Grape,anggur_eng.mp3
BUAH,Semangka,semangka_id.mp3,بِطِّيْخ,semangka_ar.mp3,Watermelon,semangka_eng.mp3
BUAH,Melon,melon_id.mp3,شَمَّام,melon_ar.mp3,Melon,melon_eng.mp3
BUAH,Stroberi,stroberi_id.mp3,فَرَاوَلَة,stroberi_ar.mp3,Strawberry,stroberi_eng.mp3
BUAH,Pepaya,pepaya_id.mp3,بَابَايَا,pepaya_ar.mp3,Papaya,pepaya_eng.mp3
BUAH,Kiwi,kiwi_id.mp3,كِيْوِي,kiwi_ar.mp3,Kiwi,kiwi_eng.mp3
BUAH,Pir,pir_id.mp3,كَمَّثَرَاء,pir_ar.mp3,Pear,pir_eng.mp3
BUAH,Persik,persik_id.mp3,خُوج,persik_ar.mp3,Peach,persik_eng.mp3
BUAH,Nanas,nanas_id.mp3,أَنَانَاس,nanas_ar.mp3,Pineapple,nanas_eng.mp3
BUAH,Aprikot,aprikot_id.mp3,مِشْمِش,aprikot_ar.mp3,Apricot,aprikot_eng.mp3
BUAH,Jambu Biji,jambu_biji_id.mp3,جَوَّاف,jambu_biji_ar.mp3,Guava,jambu_biji_eng.mp3
BUAH,Ceri,ceri_id.mp3,كِرَّز,ceri_ar.mp3,Cherry,ceri_eng.mp3
BUAH,Nangka,nangka_id.mp3,جَّاكْفْرُوت,nangka_ar.mp3,Jackfruit,nangka_eng.mp3
BUAH,Durian,durian_id.mp3,دُرِيَّا,durian_ar.mp3,Durian,durian_eng.mp3
BUAH,Blueberry,blueberry_id.mp3,تُوْت,blueberry_ar.mp3,Blueberry,blueberry_eng.mp3
BUAH,Plum,plum_id.mp3,خُوْخ بَرَاكَتْ,plum_ar.mp3,Plum,plum_eng.mp3
BUAH,Salak,salak_id.mp3,ثَعْبَوْر,salak_ar.mp3,Snake Fruit,salak_eng.mp3
BUAH,Markisa,markisa_id.mp3,مَرَاكُوْجَا,markisa_ar.mp3,Passion Fruit,markisa_eng.mp3
BUAH,Rambutan,rambutan_id.mp3,رَمْبُوْتَان,rambutan_ar.mp3,Rambutan,rambutan_eng.mp3
BUAH,Kelengkeng,kelengkeng_id.mp3,لِنْكُوْز,kelengkeng_ar.mp3,Longan,kelengkeng_eng.mp3
BUAH,Manggis,manggis_id.mp3,مَنْغُوْس,manggis_ar.mp3,Mangosteen,manggis_eng.mp3
BUAH,Delima,delima_id.mp3,رُمَّان,delima_ar.mp3,Pomegranate,delima_eng.mp3
HEWAN-HEWAN,Anjing,anjing_id.mp3,كَلْب,anjing_ar.mp3,Dog,anjing_eng.mp3
HEWAN-HEWAN,Kucing,kucing_id.mp3,قِطّ,kucing_ar.mp3,Cat,kucing_eng.mp3
HEWAN-HEWAN,Singa,singa_id.mp3,أَسَد,singa_ar.mp3,Lion,singa_eng.mp3
HEWAN-HEWAN,Gajah,gajah_id.mp3,فِيل,gajah_ar.mp3,Elephant,gajah_eng.mp3
HEWAN-HEWAN,Harimau,harimau_id.mp3,نَمِر,harimau_ar.mp3,Tiger,harimau_eng.mp3
HEWAN-HEWAN,Kuda,kuda_id.mp3,حِصَان,kuda_ar.mp3,Horse,kuda_eng.mp3
HEWAN-HEWAN,Sapi,sapi_id.mp3,بَقَرَة,sapi_ar.mp3,Cow,sapi_eng.mp3
HEWAN-HEWAN,Domba,domba_id.mp3,خَرُوف,domba_ar.mp3,Sheep,domba_eng.mp3
HEWAN-HEWAN,Kelinci,kelinci_id.mp3,أَرْنَب,kelinci_ar.mp3,Rabbit,kelinci_eng.mp3
HEWAN-HEWAN,Ayam,ayam_id.mp3,دَجَاج,ayam_ar.mp3,Chicken,ayam_eng.mp3
HEWAN-HEWAN,Kambing,kambing_id.mp3,مَاعِز,kambing_ar.mp3,Goat,kambing_eng.mp3
HEWAN-HEWAN,Babi,babi_id.mp3,خِنْزِير,babi_ar.mp3,Pig,babi_eng.mp3
HEWAN-HEWAN,Monyet,monyet_id.mp3,قِرْد,monyet_ar.mp3,Monkey,monyet_eng.mp3
HEWAN-HEWAN,Kupu-kupu,kupu_kupu_id.mp3,فَرَاشَة,kupu_kupu_ar.mp3,Butterfly,kupu_kupu_eng.mp3
HEWAN-HEWAN,Lebah,lebah_id.mp3,نَحْلَة,lebah_ar.mp3,Bee,lebah_eng.mp3
HEWAN-HEWAN,Ular,ular_id.mp3,ثُعْبَان,ular_ar.mp3,Snake,ular_eng.mp3
HEWAN-HEWAN,Buaya,buaya_id.mp3,تِمْسَاح,buaya_ar.mp3,Crocodile,buaya_eng.mp3
HEWAN-HEWAN,Katak,katak_id.mp3,ضِفْدَع,katak_ar.mp3,Frog,katak_eng.mp3
HEWAN-HEWAN,Panda,panda_id.mp3,بَانْدَا,panda_ar.mp3,Panda,panda_eng.mp3
HEWAN-HEWAN,Jerapah,jerapah_id.mp3,زَرَافَة,jerapah_ar.mp3,Giraffe,jerapah_eng.mp3
HEWAN-HEWAN,Kanguru,kanguru_id.mp3,كَنْغَرُو,kanguru_ar.mp3,Kangaroo,kanguru_eng.mp3
HEWAN-HEWAN,Kelelawar,kelelawar_id.mp3,خَفَّاش,kelelawar_ar.mp3,Bat,kelelawar_eng.mp3
HEWAN-HEWAN,Lumba-lumba,lumba_lumba_id.mp3,دُلْفِين,lumba_lumba_ar.mp3,Dolphin,lumba_lumba_eng.mp3
HEWAN-HEWAN,Kucing Hutan,kucing_hutan_id.mp3,سِيدِيدَان,kucing_hutan_ar.mp3,Wildcat,kucing_hutan_eng.mp3
HEWAN-HEWAN,Landak,landak_id.mp3,قُنْفُذ,landak_ar.mp3,Porcupine,landak_eng.mp3
HEWAN-HEWAN,Burung Hantu,burung_hantu_id.mp3,بُومَة,burung_hantu_ar.mp3,Owl,burung_hantu_eng.mp3
HEWAN-HEWAN,Serigala,serigala_id.mp3,ذِئْب,serigala_ar.mp3,Wolf,serigala_eng.mp3
HEWAN-HEWAN,Badak,badak_id.mp3,وَحِيد الْقَرْن,badak_ar.mp3,Rhinoceros,badak_eng.mp3
HEWAN-HEWAN,Kuda Nil,kuda_nil_id.mp3,فِيلُودِر,kuda_nil_ar.mp3,Hippopotamus,kuda_nil_eng.mp3
HEWAN-HEWAN,Kepiting,kepiting_id.mp3,سَرَطَان,kepiting_ar.mp3,Crab,kepiting_eng.mp3
PROFESI,Guru,guru_id.mp3,مُعَلِّم,guru_ar.mp3,Teacher,guru_eng.mp3
PROFESI,Dokter,dokter_id.mp3,طَبِيْب,dokter_ar.mp3,Doctor,dokter_eng.mp3
PROFESI,Polisi,polisi_id.mp3,شُرْطِيّ,polisi_ar.mp3,Police,polisi_eng.mp3
PROFESI,Penyanyi,penyanyi_id.mp3,مُغَنٍّ,penyanyi_ar.mp3,Singer,penyanyi_eng.mp3
PROFESI,Pilot,pilot_id.mp3,طَيَّار,pilot_ar.mp3,Pilot,pilot_eng.mp3
PROFESI,Tentara,tentara_id.mp3,جُنْدِيّ,tentara_ar.mp3,Soldier,tentara_eng.mp3
PROFESI,Pemadam Kebakaran,pemadam_kebakaran_id.mp3,رَجُل إِطْفَاء,pemadam_kebakaran_ar.mp3,Firefighter,pemadam_kebakaran_eng.mp3
PROFESI,Insinyur,insinyur_id.mp3,مُهَنْدِس,insinyur_ar.mp3,Engineer,insinyur_eng.mp3
PROFESI,Pengacara,pengacara_id.mp3,مُحَام,pengacara_ar.mp3,Lawyer,pengacara_eng.mp3
PROFESI,Pelukis,pelukis_id.mp3,رَسَّام,pelukis_ar.mp3,Painter,pelukis_eng.mp3
PROFESI,Aktor,aktor_id.mp3,مُمَثِّل,aktor_ar.mp3,Actor,aktor_eng.mp3
PROFESI,Koki,koki_id.mp3,طَاهٍ,koki_ar.mp3,Chef,koki_eng.mp3
PROFESI,Pramugari,pramugari_id.mp3,مُضِيفَة جَوِّيَّة,pramugari_ar.mp3,Flight Attendant,pramugari_eng.mp3
PROFESI,Petani,petani_id.mp3,فَلَّاح,petani_ar.mp3,Farmer,petani_eng.mp3
PROFESI,Pemilik Bisnis,pemilik_bisnis_id.mp3,رَجُل أَعْمَال,pemilik_bisnis_ar.mp3,Business Owner,pemilik_bisnis_eng.mp3
PROFESI,Guru Olahraga,guru_olahraga_id.mp3,مُدَرِّب رِيَاضَة,guru_olahraga_ar.mp3,Physical Teacher,guru_olahraga_eng.mp3
PROFESI,Musisi,musisi_id.mp3,مُوسِيْقِيّ,musisi_ar.mp3,Musician,musisi_eng.mp3
PROFESI,Sopir Taksi,sopir_taksi_id.mp3,سَائِق تَاكْسِيّ,sopir_taksi_ar.mp3,Taxi Driver,sopir_taksi_eng.mp3
PROFESI,Teknisi Komputer,teknisi_komputer_id.mp3,فَنِّيُّ كُمْبِيُوْتِر,teknisi_komputer_ar.mp3,Computer Technician,teknisi_komputer_eng.mp3
PROFESI,Jurnalis,jurnalis_id.mp3,صَحَفِيّ,jurnalis_ar.mp3,Journalist,jurnalis_eng.mp3
PROFESI,Pustakawan,pustakawan_id.mp3,أَمِيْن مَكْتَبَة,pustakawan_ar.mp3,Librarian,pustakawan_eng.mp3
PROFESI,Dosen,dosen_id.mp3,أُسْتَاذ,dosen_ar.mp3,Lecturer/Professor,dosen_eng.mp3
PROFESI,Desainer Grafis,desainer_grafis_id.mp3,مُصَمِّم جْرَافِيك,desainer_grafis_ar.mp3,Graphic Designer,desainer_grafis_eng.mp3
PROFESI,Montir,montir_id.mp3,فَنِّي سَيَّارَات,montir_ar.mp3,Mechanic,montir_eng.mp3
PROFESI,Pedagang,pedagang_id.mp3,تَاجِر,pedagang_ar.mp3,Merchant,pedagang_eng.mp3
PROFESI,Perawat,perawat_id.mp3,مُمَرِّض,perawat_ar.mp3,Nurse,perawat_eng.mp3
PROFESI,Astronot,astronot_id.mp3,رَائِد فَضَاء,astronot_ar.mp3,Astronaut,astronot_eng.mp3
PROFESI,Penulis,penulis_id.mp3,كَاتِب,penulis_ar.mp3,Writer,penulis_eng.mp3
PROFESI,Konsultan Keuangan,konsultan_keuangan_id.mp3,مُسْتَشَار مَالِي,konsultan_keuangan_ar.mp3,Financial Consultant,konsultan_keuangan_eng.mp3
KAMAR TIDUR (KATA KERJA),Bangun tidur,bangun_tidur_id.mp3,اِسْتَيْقَظَ - يَسْتَيْقِظُ,bangun_tidur_ar.mp3,Wake up,bangun_tidur_eng.mp3
KAMAR TIDUR (KATA KERJA),Tidur,tidur_id.mp3,نَامَ - يَنَامُ,tidur_ar.mp3,Sleep,tidur_eng.mp3
KAMAR TIDUR (KATA KERJA),Bermimpi,bermimpi_id.mp3,حَلَمَ - يَحْلُمُ,bermimpi_ar.mp3,Dream,bermimpi_eng.mp3
KAMAR TIDUR (KATA KERJA),Membangunkan,membangunkan_id.mp3,أَيْقَظَ - يُوقِظُ,membangunkan_ar.mp3,Wake someone up,membangunkan_eng.mp3
KAMAR TIDUR (KATA KERJA),Beristirahat,beristirahat_id.mp3,اِسْتَرَاحَ - يَسْتَرِيْحُ,beristirahat_ar.mp3,Rest,beristirahat_eng.mp3
KAMAR TIDUR (KATA KERJA),Mengantuk,mengantuk_id.mp3,كَسِلَ - يَكْسَلُ,mengantuk_ar.mp3,Drowsy,mengantuk_eng.mp3
KAMAR TIDUR (KATA KERJA),Berbaring,berbaring_id.mp3,اِسْتَلْقَى - يَسْتَلْقِي,berbaring_ar.mp3,Lie down,berbaring_eng.mp3
KAMAR TIDUR (KATA KERJA),Membuka mata,membuka_mata_id.mp3,فَتَحَ - يَفْتَحُ الْعَيْنَيْنِ,membuka_mata_ar.mp3,Open eyes,membuka_mata_eng.mp3
KAMAR TIDUR (KATA KERJA),Meregangkan,meregangkan_id.mp3,تَمَدَّدَ - يَتَمَدَّدُ,meregangkan_ar.mp3,Stretch,meregangkan_eng.mp3
KAMAR TIDUR (KATA KERJA),Mematikan lampu,mematikan_lampu_id.mp3,أَطْفَأَ النُّوْرَ - يُطْفِئُ النُّوْرَ,mematikan_lampu_ar.mp3,Turn off the light,mematikan_lampu_eng.mp3
